,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,San Quintin,MX,30.4833,-115.95,63.66,60,15,14.16,few clouds
346,Roald,NO,62.5833,6.1333,35.91,100,100,4.61,light snow
347,Ferkessedougou,CI,9.6,-5.2,85.51,47,87,5.88,overcast clouds
348,Keti Bandar,PK,24.1447,67.4497,77.61,67,17,11.3,few clouds
349,Cockburn Town,TC,21.4612,-71.1419,80.56,74,40,17.27,scattered clouds
350,Netishyn,UA,50.34,26.6417,27.79,90,98,10.58,overcast clouds
351,Shuyskoye,RU,59.3736,41.0305,19.0,97,32,4.27,scattered clouds
352,Ukiah,US,39.1502,-123.2078,73.44,31,0,4.0,clear sky
353,Jiaocheng,CN,24.6774,116.1389,50.86,82,0,2.89,clear sky
354,Manadhoo,MV,5.7667,73.3833,82.67,69,11,3.31,few clouds
355,Tarnogskiy Gorodok,RU,60.4997,43.5761,16.81,96,39,6.31,scattered clouds
356,Esna,EG,25.2934,32.554,84.25,11,100,3.49,overcast clouds
357,Borgarnes,IS,64.5383,-21.9206,34.81,95,100,10.0,overcast clouds
358,Straumen,NO,63.8709,11.2999,30.2,89,100,3.53,light snow
359,Macon,US,39.8667,-88.9668,61.88,38,20,3.44,few clouds
360,Yanliang,CN,34.6592,109.2292,53.44,64,100,4.12,overcast clouds
361,Impfondo,CG,1.6381,18.0667,71.83,94,100,0.4,overcast clouds
362,Trairi,BR,-3.2778,-39.2689,76.37,93,51,6.89,light rain
363,Dauphin,CA,51.1494,-100.0502,34.7,84,90,2.13,overcast clouds
364,Coihueco,CL,-36.6167,-71.8333,61.54,39,0,20.71,clear sky
365,Hamilton,US,39.1834,-84.5333,58.87,44,40,9.22,scattered clouds
366,Alofi,NU,-19.0595,-169.9187,80.89,71,64,13.44,broken clouds
367,Clifton,US,40.8584,-74.1638,48.51,80,100,11.5,light intensity drizzle
368,Mabaruma,GY,8.2,-59.7833,76.59,82,89,5.7,overcast clouds
369,Barcelos,PT,41.5388,-8.6151,50.14,68,67,8.12,broken clouds
370,Mendeleyevsk,RU,55.9082,52.2905,38.44,88,89,13.0,overcast clouds
371,Evanston,US,42.0411,-87.6901,53.42,78,75,9.22,broken clouds
372,Mwinilunga,ZM,-11.7358,24.4293,61.83,97,73,0.63,light rain
373,Yantongshan,CN,43.2919,126.0094,44.29,51,0,16.22,clear sky
374,Acapulco,MX,16.8634,-99.8901,80.42,74,75,16.11,broken clouds
375,Nouadhibou,MR,20.931,-17.0347,64.92,87,0,11.68,clear sky
376,Santa Ines,BR,-3.6667,-45.38,75.15,95,100,3.24,overcast clouds
377,Salamanca,ES,40.8333,-6.0,36.0,63,0,19.91,clear sky
378,Pangnirtung,CA,66.1451,-65.7125,24.26,94,100,2.46,overcast clouds
379,Ozernovskiy,RU,51.5,156.5167,31.98,89,53,6.2,broken clouds
380,North Platte,US,41.1239,-100.7654,61.12,18,0,21.99,clear sky
381,Seoul,KR,37.5683,126.9778,37.0,87,0,3.44,mist
382,Faanui,PF,-16.4833,-151.75,82.0,73,70,11.48,broken clouds
383,Chumikan,RU,54.7183,135.315,26.22,96,100,10.92,snow
384,Te Anau,NZ,-45.4167,167.7167,56.03,50,35,0.49,scattered clouds
385,Vardo,NO,70.3705,31.1107,27.28,68,88,10.69,overcast clouds
386,Rawson,AR,-43.3002,-65.1023,59.23,34,10,5.97,clear sky
387,Usinsk,RU,65.9939,57.5281,21.4,80,100,18.34,overcast clouds
388,Inhambane,MZ,-23.865,35.3833,77.23,71,5,10.92,clear sky
389,Sola,VU,-13.8833,167.55,80.08,76,100,11.74,overcast clouds
390,Huarmey,PE,-10.0681,-78.1522,73.17,77,16,11.18,few clouds
391,Khilok,RU,51.3674,110.4676,24.26,96,100,1.28,snow
392,Yangambi,CD,0.8102,24.4336,67.77,93,42,0.87,scattered clouds
393,Homer,US,59.6425,-151.5483,41.04,68,100,1.99,overcast clouds
394,Hobyo,SO,5.3505,48.5268,81.18,75,17,9.08,few clouds
395,Moro,PK,26.6646,68.0016,82.87,20,1,6.31,clear sky
396,Urucara,BR,-2.5364,-57.76,74.34,98,100,2.59,overcast clouds
397,Pevek,RU,69.7008,170.3133,-12.87,92,22,2.28,few clouds
398,Linhares,BR,-19.3911,-40.0722,74.8,85,7,3.69,clear sky
399,Akyab,MM,20.15,92.9,77.81,86,33,4.52,scattered clouds
400,Floro,NO,61.5996,5.0328,35.67,93,75,8.05,light rain
401,Talcahuano,CL,-36.7167,-73.1167,58.68,67,0,16.11,clear sky
402,Sinnamary,GF,5.3833,-52.95,77.56,88,69,10.83,broken clouds
403,Talas,TR,38.6908,35.5538,54.27,35,0,4.61,clear sky
404,Brae,GB,60.3964,-1.353,46.69,96,100,21.47,overcast clouds
405,Zhangye,CN,38.9342,100.4517,45.45,23,89,3.13,overcast clouds
406,Bulawayo,ZW,-20.15,28.5833,66.69,67,76,3.87,broken clouds
407,Medea,DZ,36.2642,2.7539,38.77,96,100,4.54,overcast clouds
408,Laibin,CN,23.7,109.2667,59.22,64,0,3.27,clear sky
409,Quelimane,MZ,-17.8786,36.8883,78.75,89,0,4.61,clear sky
410,Mandan,US,46.8267,-100.8896,38.8,89,75,3.44,broken clouds
411,Chilliwack,CA,49.1747,-121.9443,51.53,91,100,1.74,light rain
412,Makaryev,RU,57.8797,43.8069,21.29,96,97,6.17,overcast clouds
413,Slyudyanka,RU,51.6594,103.7061,26.11,97,100,2.06,light snow
414,Znamenskoye,RU,57.1281,73.8282,34.75,99,100,8.5,overcast clouds
415,Vestmannaeyjar,IS,63.4427,-20.2734,42.89,81,100,16.82,overcast clouds
416,Sri Aman,MY,1.2376,111.4621,72.16,99,67,1.79,broken clouds
417,Tanda,IN,26.55,82.65,76.75,9,0,3.74,clear sky
418,Kavaratti,IN,10.5669,72.642,82.11,71,84,6.67,broken clouds
419,Strezhevoy,RU,60.7333,77.5889,25.65,93,100,15.03,light snow
420,Najran,SA,17.4924,44.1277,65.82,16,32,1.41,scattered clouds
421,Catuday,PH,16.2923,119.8062,77.61,72,80,7.87,broken clouds
422,Fonte Boa,BR,-2.4959,-66.2662,76.98,93,83,0.65,broken clouds
423,Erenhot,CN,43.6475,111.9767,42.94,27,46,12.24,scattered clouds
424,Luganville,VU,-15.5333,167.1667,78.03,86,100,11.9,overcast clouds
425,Nyanguge,TZ,-2.55,33.2,70.9,76,89,6.42,overcast clouds
426,Aitape,PG,-3.1374,142.3475,78.87,87,95,2.75,overcast clouds
427,Wattegama,LK,6.7989,81.4808,73.35,93,1,1.05,clear sky
428,Jardim Do Serido,BR,-6.5844,-36.7744,78.37,75,96,16.87,overcast clouds
429,Winnemucca,US,40.973,-117.7357,64.45,10,0,10.36,clear sky
430,Pedasi,PA,7.5333,-80.0333,86.07,72,98,1.77,overcast clouds
431,Totma,RU,59.9747,42.7642,14.88,96,50,5.73,scattered clouds
432,Ostersund,SE,63.1792,14.6357,27.05,93,20,8.05,few clouds
433,Yaan,NG,7.3833,8.5667,84.33,61,100,13.04,overcast clouds
434,Batsfjord,NO,70.6345,29.7185,26.53,74,40,17.27,snow
435,Kushima,JP,31.4583,131.2333,50.11,56,0,3.78,clear sky
436,Rubiataba,BR,-15.1644,-49.8033,75.16,59,36,2.48,scattered clouds
437,Amurzet,RU,47.6967,131.0981,43.99,57,3,13.62,clear sky
438,Atherton,GB,53.5237,-2.4935,45.43,78,100,1.99,moderate rain
439,Camacha,PT,33.0833,-16.3333,58.42,67,75,29.93,broken clouds
440,Basoko,CD,1.2391,23.616,72.61,93,76,1.9,broken clouds
441,Norman Wells,CA,65.282,-126.8329,5.07,87,100,7.49,overcast clouds
442,La Montanita,CO,1.4766,-75.4398,80.73,77,87,2.26,overcast clouds
443,Ostrovnoy,RU,68.0531,39.5131,9.64,96,97,6.33,overcast clouds
444,Canora,CA,51.6333,-102.4343,35.62,100,100,5.77,overcast clouds
445,Ojinaga,MX,29.5667,-104.4167,93.42,22,0,8.05,clear sky
446,Jangaon,IN,17.7167,79.1833,77.56,55,52,7.47,broken clouds
447,Odweyne,SO,9.4092,45.064,73.92,30,11,6.58,few clouds
448,Touros,BR,-5.1989,-35.4608,77.65,88,100,9.57,overcast clouds
449,Saiha,IN,22.4833,92.9667,64.85,92,6,3.18,clear sky
450,Brownwood,US,31.7093,-98.9912,92.52,27,0,17.27,clear sky
451,Salym,RU,60.0625,71.4789,33.8,97,100,13.38,overcast clouds
452,Ilinskiy,RU,55.619,38.1182,28.74,59,0,7.0,clear sky
453,Nueve De Julio,AR,-35.4444,-60.8831,58.37,41,0,11.1,clear sky
454,Asekeyevo,RU,53.5742,52.7972,41.49,91,94,7.96,overcast clouds
455,Mustafakemalpasa,TR,40.0353,28.4117,50.36,66,62,4.9,broken clouds
456,Turayf,SA,31.6725,38.6637,69.03,17,97,9.13,overcast clouds
457,Bambanglipuro,ID,-7.95,110.2833,75.63,87,100,3.04,overcast clouds
458,Byron Bay,AU,-28.65,153.6167,64.94,89,97,1.54,light rain
459,Port Augusta,AU,-32.5,137.7667,62.92,57,1,2.37,clear sky
460,Wedel,DE,53.5837,9.6984,38.41,84,40,11.5,scattered clouds
461,El Alto,PE,-4.2714,-81.2147,78.46,75,64,16.89,broken clouds
462,Dawei,MM,14.0833,98.2,70.23,66,98,8.08,overcast clouds
463,Leninsk,RU,48.7119,45.1994,51.94,85,72,12.35,broken clouds
464,Baker City,US,44.7749,-117.8344,57.6,29,40,8.05,scattered clouds
465,Teacapan,MX,22.55,-105.75,75.69,62,0,9.84,clear sky
466,Hambantota,LK,6.1241,81.1185,78.37,82,28,1.5,scattered clouds
467,Nzega,RW,-2.479,29.5564,54.36,93,15,4.83,few clouds
468,Lamar,US,33.6668,-95.5836,81.36,41,0,14.97,clear sky
469,Chiang Klang,TH,19.2938,100.8617,66.49,78,31,1.5,scattered clouds
470,Tromso,NO,69.6496,18.957,24.82,54,0,5.75,clear sky
471,Amapa,BR,1.0,-52.0,73.54,98,100,4.14,overcast clouds
472,Sinegorye,RU,62.0788,150.477,2.17,87,24,1.3,few clouds
473,Joshimath,IN,30.5667,79.5667,51.75,33,6,8.77,clear sky
474,Ginosa,IT,40.5801,16.7561,48.13,83,96,2.57,overcast clouds
475,Yanam,IN,16.7333,82.2167,76.48,93,29,2.86,scattered clouds
476,Berezovka,BY,53.7214,25.4993,28.11,65,50,5.88,scattered clouds
477,Sabalgarh,IN,26.25,77.4,80.19,8,0,3.38,clear sky
478,Santa Rosa,PH,14.3122,121.1114,79.02,77,93,11.97,overcast clouds
479,Kiunga,PG,-6.1219,141.2906,76.57,87,36,1.68,scattered clouds
480,Port-Gentil,GA,-0.7193,8.7815,81.25,80,52,5.93,broken clouds
481,Khash,IR,28.2211,61.2158,64.87,14,0,2.82,clear sky
482,Kynashiv,UA,48.6705,28.9037,32.09,81,94,12.03,overcast clouds
483,La Libertad,EC,-2.2333,-80.9,80.26,74,0,9.22,clear sky
484,Vila,PT,42.0304,-8.1588,34.68,77,19,5.26,few clouds
485,Sakakah,SA,29.9697,40.2064,76.57,11,21,10.38,few clouds
486,Pizhanka,RU,57.4604,48.542,28.36,95,100,9.98,overcast clouds
487,Termiz,UZ,37.2242,67.2783,55.49,54,0,4.61,clear sky
488,Madras,IN,13.0878,80.2785,84.18,88,40,3.44,scattered clouds
489,Porto Novo,BJ,6.4965,2.6036,84.02,83,94,9.35,overcast clouds
490,Tukrah,LY,32.5341,20.5791,64.42,55,0,12.97,clear sky
491,Tual,ID,-5.6667,132.75,81.68,66,42,0.56,scattered clouds
492,Dudinka,RU,69.4058,86.1778,-13.63,100,96,5.86,overcast clouds
493,Orlik,RU,52.5178,99.825,26.58,90,100,6.35,light snow
494,Saint-Augustin,CA,51.226,-58.6502,35.76,80,73,15.97,broken clouds
495,Kirundo,BI,-2.5833,30.1667,58.48,94,11,2.62,few clouds
496,Mbour,SN,14.422,-16.9638,65.25,78,81,14.5,broken clouds
497,Mpulungu,ZM,-8.7623,31.1141,72.0,81,100,4.76,overcast clouds
498,Mombaca,BR,-5.7431,-39.6275,81.3,59,100,1.95,overcast clouds
499,Kununurra,AU,-15.7667,128.7333,66.18,94,18,2.3,few clouds
500,Penalva,BR,-3.2942,-45.1736,75.65,96,93,3.2,light rain
501,Balkhash,KZ,46.844,74.9804,43.59,64,100,9.17,overcast clouds
502,Normandin,CA,48.8333,-72.5321,41.31,38,100,9.22,overcast clouds
503,San Rafael Del Sur,NI,11.8485,-86.4384,94.17,36,92,4.29,overcast clouds
504,Goderich,CA,43.7501,-81.7165,37.9,80,43,10.36,scattered clouds
505,Rabo De Peixe,PT,37.8,-25.5833,56.71,77,75,4.61,broken clouds
506,Lahti,RU,59.9911,30.1597,29.08,64,35,4.59,scattered clouds
507,Barkly West,ZA,-28.5354,24.5215,65.48,71,18,17.18,few clouds
508,Flin Flon,CA,54.7682,-101.865,33.76,89,100,6.42,light snow
509,Placerville,US,38.7296,-120.7986,75.51,22,0,9.22,clear sky
510,Canico,PT,32.6333,-16.85,61.72,85,75,27.63,broken clouds
511,Andenes,NO,69.3143,16.1194,26.92,54,0,20.71,clear sky
512,Kumbo,CM,6.2,10.6667,64.74,66,90,4.5,overcast clouds
513,Kota Kinabalu,MY,5.9749,116.0724,75.18,88,20,5.01,few clouds
514,Santa Rosalia,MX,27.3167,-112.2833,74.26,41,2,2.75,clear sky
515,Oranjemund,NA,-28.55,16.4333,59.85,90,3,4.92,clear sky
516,Monte Patria,CL,-30.6919,-70.9467,77.16,34,49,5.53,scattered clouds
517,Ancud,CL,-41.8697,-73.8203,50.23,76,89,7.54,overcast clouds
518,Kuusamo,FI,65.9667,29.1833,1.44,85,0,1.14,clear sky
519,Fernley,US,39.608,-119.2518,70.7,14,33,3.51,scattered clouds
520,Isla Vista,US,34.4133,-119.861,71.91,69,75,14.97,broken clouds
521,Nemuro,JP,43.3236,145.575,37.09,78,0,15.19,clear sky
522,Adilpur,PK,27.937,69.3187,80.26,7,3,5.84,clear sky
523,Yerbogachen,RU,61.2767,108.0108,6.53,93,96,7.72,overcast clouds
524,Grand Gaube,MU,-20.0064,57.6608,79.2,82,24,5.01,few clouds
525,Whitehorse,CA,60.7161,-135.0538,39.02,53,75,18.41,broken clouds
526,San Joaquin,US,37.9333,-121.3011,83.19,14,0,13.8,clear sky
527,Saint Simons,US,31.1352,-81.3901,79.02,21,0,11.5,clear sky
528,Qaqortoq,GL,60.7167,-46.0333,36.82,81,99,2.46,overcast clouds
529,Dovers,VC,12.8833,-61.1833,78.39,72,60,15.79,broken clouds
530,Cayenne,GF,4.9333,-52.3333,80.1,1,100,4.61,overcast clouds
531,Madang,PG,-5.2246,145.7966,78.28,89,99,2.91,overcast clouds
532,Thanh Hoa,VN,19.8,105.7667,59.56,74,52,4.32,broken clouds
533,Mezen,RU,65.8522,44.24,6.78,98,89,3.2,overcast clouds
534,Nouakchott,MR,18.0858,-15.9785,64.33,84,2,11.56,clear sky
535,Katherine,AU,-14.4667,132.2667,73.72,78,24,3.44,few clouds
536,Sarai Sidhu,PK,30.5949,71.9698,73.99,15,11,6.11,few clouds
537,Terme,TR,41.2092,36.9739,49.93,73,100,6.69,overcast clouds
538,Vung Tau,VN,10.346,107.0843,79.2,76,95,10.04,overcast clouds
539,Lebedinyy,RU,58.5167,125.5167,12.38,96,100,6.8,light snow
540,Kamenka,RU,51.3223,42.7678,40.1,91,100,7.9,overcast clouds
541,Cave,IT,41.8167,12.9338,45.16,83,85,4.0,overcast clouds
542,Pendleton,US,45.6721,-118.7886,62.94,42,100,9.22,overcast clouds
543,Lubumbashi,CD,-11.6609,27.4794,62.74,95,36,1.74,scattered clouds
544,Saint-Pierre,RE,-21.3393,55.4781,73.08,94,0,3.44,clear sky
545,Airai,TL,-8.9266,125.4092,56.97,77,28,1.61,scattered clouds
546,Lipin Bor,RU,60.2622,37.9763,12.06,97,17,2.73,few clouds
547,Yinchuan,CN,38.4681,106.2731,51.04,13,68,5.03,broken clouds
548,Niteroi,BR,-22.8833,-43.1036,78.66,73,75,17.27,broken clouds
549,Villa Bruzual,VE,9.3328,-69.1208,91.27,38,89,3.87,overcast clouds
550,Semnan,IR,35.5729,53.3971,66.04,18,0,2.3,clear sky
551,Laguna,US,38.421,-121.4238,82.18,19,0,8.05,clear sky
552,Rio Claro,BR,-22.4114,-47.5614,72.46,81,68,2.06,broken clouds
553,Antalaha,MG,-14.9003,50.2788,74.88,87,77,5.55,broken clouds
554,Kapuskasing,CA,49.4169,-82.4331,41.09,56,75,13.8,broken clouds
555,Weligama,LK,5.9667,80.4167,77.09,86,57,1.41,broken clouds
556,Edgewater,US,28.9889,-80.9023,79.12,46,0,9.22,clear sky
557,Kupang,ID,-10.1667,123.5833,76.23,84,30,1.79,scattered clouds
558,Russell,US,32.3502,-85.1999,76.15,33,0,10.36,clear sky
559,Atambua,ID,-9.1061,124.8925,71.02,83,18,2.51,few clouds
560,Muroto,JP,33.2833,134.15,55.36,69,89,6.04,overcast clouds
561,Pemba,MZ,-12.974,40.5178,79.03,79,14,5.97,light rain
562,San Ignacio,BZ,17.1561,-89.0714,93.45,34,61,9.04,broken clouds
563,Klyuchi,RU,52.2667,79.1667,37.67,80,99,7.25,overcast clouds
564,Burnie,AU,-41.0667,145.9167,60.82,71,48,3.06,scattered clouds
565,Tateyama,JP,34.9833,139.8667,49.1,91,100,16.28,moderate rain
566,Banda Aceh,ID,5.5577,95.3222,77.79,80,100,6.71,overcast clouds
567,Abu Samrah,SY,35.3029,37.1841,58.86,42,91,8.72,overcast clouds
568,Tombouctou,ML,20.0,-3.0,87.33,12,0,8.32,clear sky
569,Jalu,LY,29.0331,21.5482,75.9,14,7,12.06,clear sky
570,Chiman,PK,32.5463,73.8138,71.89,16,2,8.19,clear sky
571,Necochea,AR,-38.5473,-58.7368,54.05,54,85,12.88,overcast clouds
572,Cartagena Del Chaira,CO,1.3349,-74.8429,82.24,74,99,1.45,overcast clouds
573,Quang Ngai,VN,15.1167,108.8,66.94,91,100,8.59,overcast clouds
574,Los Llanos De Aridane,ES,28.6585,-17.9182,56.95,82,75,14.97,broken clouds
575,Sur,OM,22.5667,59.5289,82.06,43,24,10.85,few clouds
576,Chunskiy,RU,56.0815,99.6342,16.36,93,90,1.88,overcast clouds
577,Partenit,UA,44.578,34.3446,46.98,80,21,18.41,few clouds
578,Dongsheng,CN,39.8161,109.9776,42.13,23,2,7.87,clear sky
579,Constitucion,CL,-35.3333,-72.4167,60.4,50,0,19.66,clear sky
580,Arlit,NE,18.7369,7.3853,87.71,6,44,5.61,scattered clouds
581,Baherden,TM,38.4362,57.4316,76.96,19,0,5.68,clear sky
582,Tyukalinsk,RU,55.8732,72.1967,35.47,97,100,11.52,overcast clouds
583,San Miguel De Cauri,PE,-10.1,-76.5833,50.52,81,99,4.16,heavy intensity rain
584,Lashio,MM,22.9333,97.75,66.09,76,60,0.98,broken clouds
585,Jibuti,DJ,11.5,42.5,73.6,74,6,10.6,clear sky
586,Misratah,LY,32.3754,15.0925,59.79,84,2,15.52,clear sky
587,Korla,CN,41.7597,86.1469,55.89,23,0,4.97,clear sky
588,Oranjestad,AW,12.524,-70.027,82.35,74,20,23.02,few clouds
589,Porkhov,RU,57.765,29.5561,27.97,88,90,5.99,overcast clouds
590,Saint-Joseph,RE,-21.3667,55.6167,73.78,88,100,10.67,moderate rain
591,Cururupu,BR,-1.8283,-44.8683,75.13,94,74,3.36,broken clouds
592,Maragogi,BR,-9.0122,-35.2225,78.04,85,61,8.79,broken clouds
593,Zhangjiakou,CN,40.81,114.8794,43.93,35,27,3.78,scattered clouds
594,Yatou,CN,37.15,122.3833,43.0,81,0,7.92,clear sky
595,San Andres,CO,12.5847,-81.7006,84.22,74,20,12.66,few clouds
596,Yulara,AU,-25.2406,130.9889,58.73,35,0,6.29,clear sky
597,Rubtsovsk,RU,51.5,81.25,33.67,82,74,9.4,broken clouds
598,Den Helder,NL,52.9599,4.7593,44.58,75,100,15.01,overcast clouds
599,Nelson Bay,AU,-32.7167,152.15,66.25,85,80,5.03,broken clouds
600,Charters Towers,AU,-20.1,146.2667,76.59,79,100,7.74,overcast clouds
601,Hecun,CN,36.5333,114.1111,50.65,62,34,4.74,scattered clouds
602,West Plains,US,36.7281,-91.8524,67.21,34,0,11.5,clear sky
603,Vlasenica,BA,44.1819,18.9406,23.63,94,20,2.53,few clouds
604,Srednekolymsk,RU,67.45,153.6833,-4.92,98,96,2.95,overcast clouds
605,Geraldton,AU,-28.7667,114.6,73.81,78,100,14.97,overcast clouds
606,Mehamn,NO,71.0357,27.8492,26.55,54,75,9.22,broken clouds
607,Isabela,PH,6.7085,121.9711,75.25,86,92,2.42,overcast clouds
608,Gigmoto,PH,13.7796,124.39,78.42,86,89,13.18,overcast clouds
609,Cape Canaveral,US,28.4058,-80.6048,75.27,61,0,9.22,clear sky
610,Alamogordo,US,32.8995,-105.9603,81.95,10,0,12.66,clear sky
611,Dubbo,AU,-32.25,148.6167,57.33,77,100,5.75,overcast clouds
612,Manaus,BR,-3.1019,-60.025,79.29,89,75,1.14,moderate rain
613,Shahr-E Babak,IR,30.1165,55.1186,60.91,13,0,3.67,clear sky
614,Anito,PH,12.4497,125.2886,77.59,90,92,9.71,overcast clouds
615,Sain Alto,MX,23.5833,-103.25,83.21,8,13,21.21,few clouds
616,Ust-Nera,RU,64.5667,143.2,-0.02,97,66,1.99,broken clouds
617,Baturaden,ID,-7.3,109.2167,64.65,94,100,1.01,overcast clouds
618,Puerto Guzman,CO,0.9703,-76.5858,79.34,79,91,2.26,overcast clouds
619,Cadillac,US,44.2519,-85.4012,43.09,61,75,5.75,broken clouds
620,Gornyak,RU,50.9942,81.4661,28.98,86,61,5.55,broken clouds
621,Calamar,CO,10.2511,-74.9146,86.7,62,100,8.52,overcast clouds
622,Neosho,US,36.869,-94.368,71.78,40,96,13.71,overcast clouds
623,Nalut,LY,30.3333,10.85,73.8,11,0,12.93,clear sky
624,Severodvinsk,RU,64.5635,39.8302,8.71,96,58,1.68,broken clouds
625,Chiredzi,ZW,-21.05,31.6667,75.74,68,72,6.31,broken clouds
626,Tucuman,AR,-26.8241,-65.2226,71.6,68,0,3.44,clear sky
627,Damietta,EG,31.4165,31.8133,62.44,79,25,8.88,scattered clouds
628,Makakilo City,US,21.3469,-158.0858,82.72,48,0,20.71,clear sky
629,Vila Do Maio,CV,15.1333,-23.2167,70.23,75,33,13.78,scattered clouds
630,Leca Da Palmeira,PT,41.191,-8.7003,49.12,59,0,10.36,clear sky
631,Poltava,UA,49.5937,34.5407,34.68,99,100,10.4,light snow
632,Grindavik,IS,63.8424,-22.4338,39.15,100,75,11.5,light intensity drizzle
633,Dalby,AU,-27.1833,151.2667,64.98,97,90,11.83,overcast clouds
634,Ngorongoro,TZ,-3.2397,35.4875,51.21,90,81,2.86,broken clouds
635,Dhidhdhoo,MV,6.8833,73.1,83.03,71,6,4.47,clear sky
636,Victoria,HK,22.2855,114.1577,65.25,60,0,11.01,clear sky
637,Cairns,AU,-16.9167,145.7667,82.06,88,75,1.14,broken clouds
638,Biak,ID,-0.9131,122.8766,76.77,84,100,2.53,overcast clouds
639,Batemans Bay,AU,-35.7167,150.1833,64.09,65,99,5.75,light rain
640,Roela,EE,59.1667,26.5926,26.02,91,42,6.2,scattered clouds
641,Formosa,AR,-26.1775,-58.1781,80.58,83,100,3.44,overcast clouds
642,Miram Shah,PK,33.0086,70.0697,68.67,15,0,4.85,clear sky
643,Camacupa,AO,-12.0167,17.4833,62.11,88,100,5.84,overcast clouds
644,Yantal,RU,56.8471,105.2542,12.67,96,89,2.98,overcast clouds
645,Krasnoselkup,RU,65.7,82.4667,5.79,95,98,8.66,overcast clouds
646,Turbiv,UA,49.3479,28.7212,30.81,83,100,13.06,overcast clouds
647,Vicuna,CL,-30.0319,-70.7081,75.78,39,1,5.66,clear sky
648,Rantauprapat,ID,2.1,99.8333,71.76,97,100,1.07,overcast clouds
649,Ulaangom,MN,49.9811,92.0667,19.38,76,40,2.13,scattered clouds
650,Rurrenabaque,BO,-14.4413,-67.5278,78.87,72,0,2.24,clear sky
651,Otane,NZ,-39.8833,176.6333,68.02,69,40,0.18,scattered clouds
652,Minot,US,48.2325,-101.2963,48.42,49,100,0.0,light rain
653,Christchurch,NZ,-43.5333,172.6333,63.0,79,100,3.44,overcast clouds
654,Okha,RU,53.5739,142.9478,35.26,84,76,12.97,broken clouds
655,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,31,0,19.57,clear sky
656,Eden,US,36.4885,-79.7667,65.55,17,0,5.75,clear sky
657,Kosh-Agach,RU,50.0,88.6667,19.98,81,38,3.69,scattered clouds
658,Lisala,CD,2.15,21.5167,70.21,86,13,1.14,few clouds
659,Phanom Sarakham,TH,13.7479,101.3553,73.42,68,83,6.98,broken clouds
660,Baft,IR,29.234,56.6057,56.98,16,13,2.13,few clouds
661,Yamada,JP,39.4667,141.95,46.09,88,100,5.19,overcast clouds
662,Pilar,BR,-9.5972,-35.9567,76.93,90,69,4.45,broken clouds
663,Lisov,CZ,49.016,14.6084,27.59,82,49,3.8,scattered clouds
664,Udachnyy,RU,66.4167,112.4,7.45,92,100,8.88,light snow
665,Hinundayan,PH,10.3523,125.2506,79.32,86,100,10.49,overcast clouds
666,Diamantino,BR,-14.4086,-56.4461,77.31,82,93,0.63,overcast clouds
667,Canton,CN,23.1167,113.25,55.35,47,0,2.86,clear sky
668,Pemangkat,ID,1.1667,108.9667,77.49,85,63,1.57,broken clouds
669,Aksu,CN,41.1231,80.2644,55.06,30,0,1.59,clear sky
670,Nipawin,CA,53.3668,-104.0009,33.84,86,0,12.66,clear sky
671,Savinka,RU,50.0785,47.0994,52.75,77,100,14.07,overcast clouds
